id,title,genres,averageRating,numVotes,releaseYear
tt0115683,Bio-Dome,Comedy,4.4,30298,1996
tt4590256,"He's All That","Comedy, Romance",4.4,29742,2021
tt5635026,"Peter Pan & Wendy","Adventure, Family, Fantasy",4.4,28697,2023
tt2167202,Getaway,"Action, Thriller",4.4,25468,2013
tt0088206,Supergirl,"Action, Adventure, Fantasy",4.4,24501,1984
tt3595298,"Prem Ratan Dhan Payo","Action, Drama, Musical",4.4,23998,2015
tt0383060,Zoom,"Action, Adventure, Comedy",4.4,23161,2006
tt1748197,Setup,"Action, Crime, Drama",4.4,21930,2011
tt0393735,"The Shaggy Dog","Comedy, Family, Fantasy",4.4,20421,2006
tt0192731,"Urban Legends: Final Cut","Horror, Mystery",4.4,19325,2000
tt0249380,Baise-moi,"Crime, Drama, Thriller",4.4,18805,2000
tt6772804,"Escape Plan: The Extractors","Action, Crime, Thriller",4.4,17695,2019
tt7456312,"The Last Thing He Wanted","Crime, Drama, Mystery",4.4,16965,2020
tt1287468,"Cats & Dogs: The Revenge of Kitty Galore","Action, Comedy, Family",4.4,16526,2010
tt0196267,"Cruel Intentions 2",Drama,4.4,16398,2000
tt11947158,"Ek Villain Returns","Action, Crime, Romance",4.4,15907,2022
tt6528290,"Knights of the Zodiac","Action, Adventure, Drama",4.4,14855,2023
tt0113010,"Fair Game","Action, Romance, Thriller",4.4,14097,1995
tt8195518,Cuck,"Crime, Drama, Thriller",4.4,13648,2019
tt0396592,"Fat Albert","Comedy, Family, Fantasy",4.4,13175,2004
tt2314824,"Behaving Badly","Comedy, Romance",4.4,12510,2014
tt0337636,"Hellraiser: Deader","Horror, Mystery, Thriller",4.4,12239,2005
tt3774790,"400 Days","Mystery, Sci-Fi, Thriller",4.4,11357,2015
tt3584496,"Mermaid Down","Fantasy, Horror, Mystery",4.4,11211,2019
tt0334965,"Bring It on: Again","Comedy, Sport",4.4,11019,2004
tt0469916,"Hollow Man II","Action, Horror, Sci-Fi",4.4,10426,2006
tt1428614,Adanali,"Action, Comedy, Crime",4.4,10365,2008
tt0113762,"The Mangler","Drama, Horror, Mystery",4.4,10202,1995
tt7038762,"Best. Christmas. Ever!","Comedy, Romance",4.4,10043,2023
tt1564585,Skyline,"Action, Sci-Fi, Thriller",4.5,92833,2010
tt1241317,"Death Note","Crime, Drama, Fantasy",4.5,91970,2017
tt1261945,"Sex and the City 2","Comedy, Drama, Romance",4.5,85357,2010
tt3554046,"Space Jam: A New Legacy","Adventure, Animation, Comedy",4.5,82363,2021
tt4477536,"Fifty Shades Freed","Drama, Mystery, Romance",4.5,76764,2018
tt0329774,"xXx: State of the Union","Action, Adventure, Crime",4.5,74424,2005
tt0211443,"Jason X","Action, Horror, Sci-Fi",4.5,63209,2001
tt0430304,"Little Man","Comedy, Crime",4.5,61420,2006
tt1204977,Ouija,"Horror, Mystery, Thriller",4.5,59212,2014
tt0144528,"Nutty Professor II: The Klumps","Comedy, Romance, Sci-Fi",4.5,54044,2000
tt0097388,"Friday the 13th Part VIII: Jason Takes Manhattan","Adventure, Horror, Thriller",4.5,44802,1989
tt0498381,Rings,"Drama, Horror, Mystery",4.5,43948,2017
tt0457297,"The Butterfly Effect 2","Drama, Sci-Fi, Thriller",4.5,37725,2006
tt0257568,"Kangaroo Jack","Action, Adventure, Comedy",4.5,34350,2003
tt0120841,"Species II","Action, Horror, Sci-Fi",4.5,32303,1998
tt13130948,Shehzada,"Action, Comedy, Drama",4.5,31655,2023
tt1464174,"Big Mommas: Like Father, Like Son","Action, Comedy, Crime",4.5,30019,2011
tt1865567,"Wrong Turn 4: Bloody Beginnings","Adventure, Horror",4.5,28899,2011
tt0367085,"Soul Plane",Comedy,4.5,24990,2004
tt9419834,"Secret Obsession","Crime, Drama, Mystery",4.5,24926,2019
tt0486640,Postal,"Action, Comedy, Crime",4.5,24527,2007
tt4439620,"Redemption Day","Action, Drama, Thriller",4.5,24351,2021
tt1373215,"Recep Ivedik 2",Comedy,4.5,23322,2009
tt0110027,"Highlander: The Final Dimension","Action, Fantasy, Romance",4.5,22437,1994
tt0489018,"Day of the Dead","Action, Horror, Sci-Fi",4.5,22063,2008
tt6915770,Starfish,"Drama, Romance, Thriller",4.5,19383,2023
tt10148174,"The Walking Dead: World Beyond","Drama, Horror",4.5,18726,2020
tt6774786,Occupation,"Action, Drama, Sci-Fi",4.5,17552,2018
tt1878841,"The Darkness","Horror, Thriller",4.5,17322,2016
tt0110687,North,"Adventure, Comedy, Drama",4.5,14982,1994
tt1212974,"Bitch Slap","Action, Comedy, Crime",4.5,14253,2009
tt4876134,"The Misfits","Action, Adventure, Comedy",4.5,14158,2021
tt0461703,Skinwalkers,"Action, Fantasy, Horror",4.5,13922,2006
tt0101627,"Critters 3","Comedy, Horror, Sci-Fi",4.5,13599,1991
tt0100934,"Wild Orchid","Drama, Romance",4.5,13151,1989
tt0482603,"Space Chimps","Adventure, Animation, Comedy",4.5,12772,2008
tt6143568,"The Humanity Bureau","Sci-Fi, Thriller",4.5,12270,2017
tt14813212,"The Munsters","Comedy, Family, Fantasy",4.5,12121,2022
tt1274586,"Dying of the Light","Action, Drama, Thriller",4.5,11729,2014
tt1913166,Nurse,"Horror, Thriller",4.5,11693,2013
tt0308353,"Happily N'Ever After","Adventure, Animation, Comedy",4.5,11269,2006
tt1031254,"Lost Boys: The Tribe","Comedy, Horror, Thriller",4.5,10857,2008
tt0827782,"Return to House on Haunted Hill","Crime, Fantasy, Horror",4.5,10733,2007
tt2978626,"It's Entertainment","Action, Comedy, Drama",4.5,10060,2014
tt0758730,"Aliens vs. Predator: Requiem","Action, Horror, Sci-Fi",4.6,138294,2007
tt0119303,"Home Alone 3","Action, Comedy, Crime",4.6,129269,1997
tt4465564,"Fifty Shades Darker","Drama, Mystery, Romance",4.6,114541,2017
tt2109184,"Paranormal Activity 4","Horror, Mystery",4.6,71374,2012
tt11117570,Tandav,"Drama, Thriller",4.6,61161,2021
tt1231580,"Alvin and the Chipmunks: The Squeakquel","Adventure, Comedy, Family",4.6,56151,2009
tt0155975,Psycho,"Horror, Mystery, Thriller",4.6,51307,1998
tt0117765,Striptease,"Comedy, Crime, Drama",4.6,49011,1996
tt10121392,"Thunder Force","Action, Adventure, Comedy",4.6,46335,2021
tt2528814,"God's Not Dead","Drama, Romance",4.6,45696,2014
tt0316732,Taxi,"Action, Comedy, Crime",4.6,45600,2004
tt0132245,Driven,"Action, Drama, Sport",4.6,43655,2001
tt0084021,"Grease 2","Comedy, Music, Musical",4.6,39256,1982
tt0095882,"Police Academy 5: Assignment: Miami Beach","Comedy, Crime",4.6,39079,1988
tt1255916,"Hostel: Part III",Horror,4.6,36603,2011
tt0116654,"The Island of Dr. Moreau","Horror, Sci-Fi, Thriller",4.6,36128,1996
tt0110657,"The Next Karate Kid","Action, Drama, Family",4.6,34770,1994
tt4978420,Borderlands,"Action, Adventure, Comedy",4.6,33334,2024
tt2473510,"Paranormal Activity: The Ghost Dimension","Horror, Mystery",4.6,31450,2015
tt1261978,"Wrong Turn 3: Left for Dead","Adventure, Fantasy, Horror",4.6,29879,2009
tt2799166,"The Pyramid","Horror, Mystery, Thriller",4.6,27763,2014
tt0110725,"On Deadly Ground","Action, Adventure, Thriller",4.6,25893,1994
tt1798632,Firestarter,"Drama, Horror, Sci-Fi",4.6,23907,2022
tt0374563,Captivity,"Crime, Horror, Mystery",4.6,23880,2007
tt1302067,"Yogi Bear","Adventure, Animation, Comedy",4.6,23776,2010
tt0115986,"The Crow: City of Angels","Action, Crime, Fantasy",4.6,22553,1996
tt0338763,"Battle Royale II","Action, Adventure, Drama",4.6,21688,2003
tt0144964,"Highlander: Endgame","Action, Adventure, Fantasy",4.6,21545,2000
tt6745550,"Exit 0","Mystery, Thriller",4.6,21465,2019
tt1472584,"Max Steel","Action, Adventure, Fantasy",4.6,20878,2016
tt1901024,"Dark Crimes","Crime, Drama, Mystery",4.6,20426,2016
tt1053859,"The Grudge 3","Horror, Mystery, Thriller",4.6,19996,2009
tt22050754,"The Strangers: Chapter 1",Horror,4.6,19645,2024
tt1085492,"The Prince","Action, Thriller",4.6,19339,2014
tt1886493,"Catch .44","Action, Thriller",4.6,18033,2011
tt0492486,Shrooms,"Comedy, Horror, Mystery",4.6,17936,2007
tt5834874,"Trigger Warning","Action, Crime, Thriller",4.6,17804,2024
tt4685762,"The Craft: Legacy","Drama, Fantasy, Horror",4.6,17340,2020
tt1087461,"Megan Is Missing","Drama, Horror, Thriller",4.6,17049,2011
tt0297162,"Half Past Dead","Action, Crime, Thriller",4.6,17029,2002
tt5059406,"I Am the Pretty Thing That Lives in the House","Drama, Horror, Mystery",4.6,16765,2016
tt0106453,"Body of Evidence","Drama, Thriller",4.6,16745,1993
tt0358349,"Agent Cody Banks 2: Destination London","Action, Adventure, Comedy",4.6,16209,2004
tt0080391,"Attack of the Killer Tomatoes!","Adventure, Comedy, Horror",4.6,15340,1978
tt1552224,Outcast,"Action, Adventure, Thriller",4.6,14492,2014
tt10308928,"Force of Nature","Action, Adventure, Crime",4.6,13772,2020
tt1142800,"Madea Goes to Jail","Comedy, Crime, Drama",4.6,13152,2009
tt0844671,College,Comedy,4.6,12738,2008
tt15387058,Choice,"Action, Adventure, Drama",4.6,12696,2024
tt3322892,XX,Horror,4.6,12550,2017
tt14145436,"Pet Sematary: Bloodlines","Fantasy, Horror",4.6,12547,2023
tt0462229,"Code Name: The Cleaner","Action, Comedy, Crime",4.6,12288,2007
tt0110329,"Leprechaun 2","Comedy, Fantasy, Horror",4.6,12229,1994
tt0092115,Troll,"Comedy, Fantasy, Horror",4.6,12085,1986
tt0787505,"Rest Stop","Horror, Romance, Thriller",4.6,11969,2006
tt0486578,"First Sunday","Comedy, Crime, Drama",4.6,11895,2008
tt0103003,"Suburban Commando","Action, Comedy, Sci-Fi",4.6,11399,1991
tt7238392,"Taxi 5","Action, Comedy, Crime",4.6,11141,2018
tt0428251,Venom,Horror,4.6,11045,2005
tt14263856,"Last the Night","Horror, Thriller",4.6,10944,2022
tt0092534,"Allan Quatermain and the Lost City of Gold","Action, Adventure, Comedy",4.6,10706,1986
tt7638344,Dhadak,"Drama, Romance",4.6,10689,2018
tt0130236,"Samurai Cop","Action, Crime, Thriller",4.6,10506,1991
tt3458254,"Patient Zero","Action, Drama, Horror",4.6,10468,2018
tt11656220,"Midnight in the Switchgrass","Crime, Mystery, Thriller",4.6,10464,2021
tt0109015,"3 Ninjas Kick Back","Action, Comedy, Family",4.6,10108,1994
tt4651410,"Precious Cargo","Action, Comedy, Thriller",4.6,10015,2016
tt0357277,Elektra,"Action, Adventure, Crime",4.7,100423,2005
tt0426592,"Superhero Movie","Action, Comedy, Sci-Fi",4.7,77730,2008
tt1608290,"Zoolander 2","Action, Adventure, Comedy",4.7,77541,2016
tt0110216,Junior,"Comedy, Romance, Sci-Fi",4.7,74197,1994
tt11755740,"Texas Chainsaw Massacre","Crime, Horror, Thriller",4.7,64546,2022
tt0831887,"The Spirit","Action, Crime, Fantasy",4.7,63245,2008
tt1075747,"Jonah Hex","Action, Drama, Fantasy",4.7,62621,2010
tt8426926,Shamshera,"Action, Adventure, Drama",4.7,57377,2022
tt0367652,"Deuce Bigalow: European Gigolo",Comedy,4.7,54050,2005
tt1139668,"The Unborn","Horror, Mystery, Thriller",4.7,53804,2009
tt0101917,"Freddy's Dead: The Final Nightmare","Fantasy, Horror",4.7,52561,1991
tt0240515,"Freddy Got Fingered",Comedy,4.7,52279,2001
tt0091225,"Howard the Duck","Action, Adventure, Comedy",4.7,52038,1986
tt1407050,"American Pie Presents: The Book of Love",Comedy,4.7,50175,2009
tt0100050,"Look Who's Talking Too","Comedy, Family, Romance",4.7,49419,1990
tt0240462,"Dr. Dolittle 2","Comedy, Family, Fantasy",4.7,48115,2001
tt3181822,"The Boy Next Door",Thriller,4.7,46666,2015
tt1114677,"Hannah Montana: The Movie","Comedy, Drama, Family",4.7,46580,2009
tt0113253,"Halloween: The Curse of Michael Myers","Horror, Thriller",4.7,43637,1995
tt2334871,Snatched,"Action, Adventure, Comedy",4.7,38023,2017
tt1714209,"In the Land of Blood and Honey","Drama, Romance, War",4.7,34744,2011
tt0366174,"Anacondas: The Hunt for the Blood Orchid","Action, Adventure, Horror",4.7,34706,2004
tt7721800,Bharat,"Action, Comedy, Drama",4.7,32795,2019
tt0361467,"Confessions of a Teenage Drama Queen","Comedy, Family, Music",4.7,31974,2004
tt0454919,Pulse,"Horror, Sci-Fi, Thriller",4.7,31309,2006
tt0454082,"Black Christmas",Horror,4.7,31167,2006
tt0270980,"My Boss's Daughter","Comedy, Romance",4.7,30912,2003
tt13610562,"The Bubble",Comedy,4.7,29147,2022
tt1729637,Bodyguard,"Action, Comedy, Drama",4.7,28425,2011
tt14174940,Interceptor,"Action, Adventure, Drama",4.7,28009,2022
tt13186604,Uglies,"Action, Adventure, Drama",4.7,27242,2024
tt13280476,"Sins of the Father","Crime, Drama, Mystery",4.7,26590,2022
tt1603257,ATM,"Horror, Mystery, Thriller",4.7,25734,2012
tt0114825,"Vampire in Brooklyn","Comedy, Fantasy, Horror",4.7,25661,1995
tt1340094,"The Crow","Action, Crime, Fantasy",4.7,25632,2024
tt9682428,"Night Swim","Horror, Thriller",4.7,25331,2024
tt2828996,"A Haunted House 2","Comedy, Fantasy, Horror",4.7,23991,2014
tt6199572,Capone,"Biography, Crime, Drama",4.7,23750,2020
tt9173418,"Brahms: The Boy II","Drama, Horror, Mystery",4.7,21311,2020
tt0095889,"Poltergeist III","Horror, Thriller",4.7,21251,1988
tt1935896,"The ABCs of Death","Comedy, Horror",4.7,20742,2012
tt0205271,"Dr. T & the Women","Comedy, Drama, Romance",4.7,20439,2000
tt9067020,"The I-Land","Adventure, Drama, Mystery",4.7,19899,2019
tt1524575,"The Vatican Tapes","Horror, Thriller",4.7,19489,2015
tt10600398,"We Can Be Heroes","Action, Animation, Comedy",4.7,17712,2020
tt21307994,Skinamarink,"Horror, Mystery",4.7,17498,2022
tt15012366,"The Empire","Action, Drama, History",4.7,17309,2021
tt2124787,"Final Girl","Horror, Thriller",4.7,17095,2015
tt8615822,"Occupation: Rainfall","Action, Sci-Fi",4.7,15619,2020
tt7545266,"Like a Boss",Comedy,4.7,15568,2020
tt11364772,Kabzaa,"Action, Crime, Thriller",4.7,15451,2023
tt26658104,Imaginary,"Horror, Mystery, Thriller",4.7,15393,2024
tt0246544,"The Musketeer","Action, Adventure, Romance",4.7,15164,2001
tt1300853,"Green Street Hooligans 2","Crime, Drama, Sport",4.7,14727,2009
tt5539054,"You Get Me","Crime, Drama, Mystery",4.7,14630,2017
tt0326769,"Biker Boyz","Action, Drama",4.7,14302,2003
tt0844993,"Hoodwinked Too! Hood vs. Evil","Adventure, Animation, Comedy",4.7,14209,2011
tt0250310,"Corky Romano","Comedy, Crime",4.7,13877,2001
tt0106471,"Boxing Helena","Drama, Mystery, Romance",4.7,13364,1993
tt13070038,"After Ever Happy","Drama, Romance",4.7,12536,2022
tt1117581,Arena,"Action, Thriller",4.7,12473,2011
tt0433442,"The Return","Horror, Mystery, Thriller",4.7,12440,2005
tt0093278,Ishtar,"Action, Adventure, Comedy",4.7,12316,1987
tt27785634,"Episode #1.1","Comedy, Drama, Romance",4.7,11840,2023
tt0156841,"The Next Best Thing","Comedy, Drama, Romance",4.7,11822,2000
tt9026184,"Girl on the Third Floor","Drama, Horror, Mystery",4.7,11401,2019
tt0290212,"Full Frontal","Comedy, Romance",4.7,11378,2002
tt0270707,"The Truth About Charlie","Mystery, Thriller",4.7,11152,2002
tt13235822,Umma,"Drama, Horror, Mystery",4.7,10986,2022
tt0116671,"Jack Frost","Comedy, Fantasy, Horror",4.7,10968,1997
tt0119152,"Free Willy 3: The Rescue","Adventure, Drama, Family",4.7,10942,1997
tt1815708,Freelancers,"Action, Crime, Drama",4.7,10825,2012
tt1385912,"I Can Do Bad All by Myself","Comedy, Drama",4.7,10815,2009
tt10023024,"Love Aaj Kal","Drama, Romance",4.7,10806,2020
tt1391137,"Why Did I Get Married Too?","Comedy, Drama, Romance",4.7,10428,2010
tt1259571,"The Twilight Saga: New Moon","Adventure, Drama, Fantasy",4.8,305345,2009
tt1815862,"After Earth","Action, Adventure, Sci-Fi",4.8,211456,2013
tt0130018,"I Still Know What You Did Last Summer","Horror, Mystery, Thriller",4.8,80575,1998
tt0374536,Bewitched,"Comedy, Fantasy, Romance",4.8,76286,2005
tt0333780,"Legally Blonde 2: Red, White & Blonde",Comedy,4.8,74355,2003
tt0255798,"The Animal","Comedy, Sci-Fi",4.8,64819,2001
tt1311067,"Halloween II",Horror,4.8,61408,2009
tt1572315,"Texas Chainsaw","Horror, Thriller",4.8,57376,2013
tt0421729,"Big Momma's House 2","Comedy, Crime",4.8,47278,2006
tt0398913,"DOA: Dead or Alive","Action, Adventure, Mystery",4.8,46758,2006
tt3387542,"The Forest","Horror, Mystery, Thriller",4.8,46338,2016
tt3291150,"The Expendables 4","Action, Adventure, Thriller",4.8,46188,2023
tt0089173,"Friday the 13th: A New Beginning","Horror, Mystery, Thriller",4.8,45800,1985
tt12921446,"The Exorcist: Believer",Horror,4.8,44907,2023
tt0881891,"All About Steve","Comedy, Family, Romance",4.8,44896,2009
tt0452681,"The Santa Clause 3: The Escape Clause","Adventure, Comedy, Family",4.8,43317,2006
tt1265990,"The Roommate","Drama, Horror, Thriller",4.8,42046,2011
tt0211181,"102 Dalmatians","Adventure, Comedy, Family",4.8,40194,2000
tt4191580,"Meet the Blacks","Comedy, Horror",4.8,38090,2016
tt0119013,"Double Team","Action, Comedy, Sci-Fi",4.8,37271,1997
tt0108308,"Teenage Mutant Ninja Turtles III","Action, Adventure, Comedy",4.8,37068,1993
tt3256226,IO,"Adventure, Drama, Sci-Fi",4.8,36759,2019
tt0419946,"The Marine","Action, Comedy, Drama",4.8,36363,2006
tt0368578,"Are We There Yet?","Adventure, Comedy, Family",4.8,35135,2005
tt4986098,"The Titan","Drama, Mystery, Romance",4.8,33925,2018
tt0326856,Envy,Comedy,4.8,32611,2004
tt0107387,Leprechaun,"Comedy, Fantasy, Horror",4.8,31312,1993
tt2339741,"The Woman in Black 2: Angel of Death","Drama, Horror, Thriller",4.8,29905,2014
tt11497716,"The Legend","Action, Drama, Romance",4.8,29421,2022
tt0411951,Tekken,"Action, Crime, Drama",4.8,28836,2010
tt14482414,"Racket Boys","Comedy, Drama, Sport",4.8,28241,2021
tt11514780,"Choose or Die","Drama, Horror, Thriller",4.8,26895,2022
tt0335121,Godsend,"Action, Drama, Fantasy",4.8,26748,2004
tt0231402,"Crocodile Dundee in Los Angeles","Action, Adventure, Comedy",4.8,26568,2001
tt14088510,Tarot,Horror,4.8,26245,2024
tt14060094,Blacklight,"Action, Drama, Thriller",4.8,25654,2022
tt0104009,"Cool World","Animation, Comedy, Fantasy",4.8,25470,1992
tt0411705,"9 Songs","Drama, Music, Romance",4.8,24399,2004
tt0480271,"Van Wilder: The Rise of Taj","Comedy, Romance",4.8,24224,2006
tt2578802,"Remember the Monsters?","Crime, Drama, Mystery",4.8,23581,2013
tt12783454,"The Kissing Booth 3","Comedy, Romance",4.8,23401,2021
tt0467110,Underdog,"Action, Adventure, Comedy",4.8,23050,2007
tt1134854,"Survival of the Dead","Comedy, Drama, Horror",4.8,22831,2009
tt4244162,"Beta Test","Action, Sci-Fi, Thriller",4.8,22109,2016
tt0872230,"My Soul to Take","Horror, Mystery, Thriller",4.8,21957,2010
tt13069986,"After We Fell","Drama, Romance",4.8,21644,2021
tt2784512,Zombeavers,"Comedy, Horror",4.8,21084,2014
tt2112131,"Fearless 2","Action, Comedy, Crime",4.8,20286,2012
tt0134983,Supernova,"Horror, Sci-Fi, Thriller",4.8,19804,2000
tt0166276,Monkeybone,"Comedy, Fantasy",4.8,19478,2001
tt0144814,"The Rage: Carrie 2","Drama, Horror, Sci-Fi",4.8,18426,1999
tt6394324,Charmed,"Drama, Fantasy, Mystery",4.8,18273,2018
tt15387030,Day,"Action, Adventure, Drama",4.8,17970,2024
tt0086361,"Staying Alive","Drama, Music, Romance",4.8,17917,1983
tt0143808,"Pocahontas 2: Journey to a New World","Adventure, Animation, Drama",4.8,17785,1998
tt1801552,Gotti,"Biography, Crime, Drama",4.8,17519,2018
tt1975159,"Flight 7500","Drama, Horror, Sci-Fi",4.8,17469,2014
tt4565520,"The Layover","Comedy, Romance",4.8,17275,2017
tt0484562,"The Seeker: The Dark Is Rising","Adventure, Drama, Family",4.8,15951,2007
tt1935897,"Amityville: The Awakening","Horror, Thriller",4.8,15917,2017
tt8461224,"The Tax Collector","Action, Crime, Drama",4.8,15801,2020
tt0409011,Lovewrecked,"Adventure, Comedy, Romance",4.8,15709,2005
tt5689068,"Why We're Killing Gunther","Action, Comedy, Thriller",4.8,15628,2017
tt12004280,"Too Hot to Handle","Documentary, Game-Show, Reality-TV",4.8,15415,2020
tt26926267,"Mother of the Bride","Comedy, Drama, Romance",4.8,15404,2024
tt0772193,Primeval,"Action, Adventure, Crime",4.8,15349,2007
tt2582500,"Shut In","Drama, Horror, Mystery",4.8,15193,2016
tt0108539,"Weekend at Bernie's II","Adventure, Comedy, Fantasy",4.8,14721,1993
tt0283632,They,"Horror, Mystery, Thriller",4.8,14256,2002
tt1576699,"Mirrors 2","Horror, Mystery",4.8,13762,2010
tt11950142,"Just Jen","Action, Adventure, Comedy",4.8,13405,2022
tt1705952,Tarzan,"Action, Adventure, Animation",4.8,13145,2013
tt0120695,"From Dusk Till Dawn 3: The Hangman's Daughter","Horror, Thriller, Western",4.8,12870,1999
tt1780762,Aftershock,"Action, Adventure, Horror",4.8,12589,2012
tt1319733,"Road Trip: Beer Pong",Comedy,4.8,12506,2009
tt1231287,"Labor Pains","Comedy, Romance",4.8,12244,2009
tt1132449,"Lay the Favorite","Comedy, Drama, Romance",4.8,12209,2012
tt1756851,Twixt,"Comedy, Fantasy, Horror",4.8,12156,2011
tt6843812,"Baaghi 2","Action, Crime, Drama",4.8,11962,2018
tt12592252,Songbird,"Drama, Sci-Fi, Thriller",4.8,11929,2020
tt5498354,"Horizon Line","Action, Adventure, Drama",4.8,11928,2020
tt8075016,"The Courier","Action, Crime, Drama",4.8,11872,2019
tt3836512,Ratter,"Drama, Horror, Thriller",4.8,11613,2015
tt0160484,"Lost Souls","Drama, Horror, Thriller",4.8,11503,2000
tt0084814,"Trail of the Pink Panther","Comedy, Crime, Mystery",4.8,11474,1982
tt5862166,"The Poison Rose","Crime, Mystery, Thriller",4.8,11467,2019
tt0093608,Nekromantik,Horror,4.8,11406,1988
tt4552524,Jeruzalem,"Horror, Sci-Fi, Thriller",4.8,11333,2015
tt0094321,"Who's That Girl","Comedy, Music, Romance",4.8,11317,1987
tt1945062,"About Cherry",Drama,4.8,11056,2012
tt2247692,"2016: Obama's America",Documentary,4.8,11056,2012
tt0119214,"Gone Fishin'","Comedy, Crime",4.8,10772,1997
tt1407049,Altitude,"Horror, Mystery, Sci-Fi",4.8,10719,2010
tt4157728,"The Last Boy","Fantasy, Mystery, Sci-Fi",4.8,10412,2019
tt0267248,Abandon,"Drama, Mystery, Romance",4.8,10246,2002
tt7838536,Awoken,"Horror, Mystery, Thriller",4.8,10228,2019
tt0100475,Repossessed,"Comedy, Fantasy, Horror",4.8,10158,1990
tt1930294,"Black Rock","Horror, Thriller",4.8,10002,2012
tt1324999,"The Twilight Saga: Breaking Dawn - Part 1","Adventure, Drama, Fantasy",4.9,258862,2011
tt0120891,"Wild Wild West","Action, Comedy, Sci-Fi",4.9,169109,1999
tt0305357,"Charlie's Angels: Full Throttle","Action, Adventure, Comedy",4.9,134732,2003
tt0118615,Anaconda,"Action, Adventure, Horror",4.9,114544,1997
tt3605418,"Knock Knock","Crime, Thriller",4.9,107855,2015
tt1045778,"Year One",Comedy,4.9,105149,2009
tt1320261,"Gulliver's Travels","Adventure, Comedy, Family",4.9,74808,2010
tt1273235,"A Serbian Film","Horror, Mystery, Thriller",4.9,74276,2010
tt0938330,"Silent Hill: Revelation","Horror, Mystery, Thriller",4.9,67852,2012
tt1093357,"The Darkest Hour","Action, Adventure, Horror",4.9,64471,2011
tt1029360,Poltergeist,"Horror, Thriller",4.9,62673,2015
tt0983946,"Fantasy Island","Fantasy, Horror, Mystery",4.9,60383,2020
tt0228333,"Ghosts of Mars","Action, Horror, Sci-Fi",4.9,58939,2001
tt2103254,Tammy,"Comedy, Romance",4.9,55571,2014
tt2479478,"The Ridiculous 6","Action, Adventure, Comedy",4.9,54821,2015
tt0400497,"Herbie Fully Loaded","Adventure, Comedy, Family",4.9,51689,2005
tt0387575,"Seed of Chucky","Comedy, Horror, Thriller",4.9,51480,2004
tt0097474,"Halloween 5: The Revenge of Michael Myers","Horror, Thriller",4.9,48771,1989
tt1562871,Ra.One,"Action, Adventure, Sci-Fi",4.9,47880,2011
tt0104437,"Honey, I Blew Up the Kid","Adventure, Comedy, Family",4.9,47627,1992
tt12785720,"The Witcher: Blood Origin","Action, Adventure, Drama",4.9,45918,2022
tt0265087,"Black Knight","Adventure, Comedy, Fantasy",4.9,44039,2001
tt1314228,"Did You Hear About the Morgans?","Comedy, Drama, Romance",4.9,43253,2009
tt1366365,"The Cold Light of Day","Action, Thriller",4.9,40194,2012
tt0219653,"Dracula 2000","Action, Fantasy, Horror",4.9,37279,2000
tt0118747,"Blues Brothers 2000","Action, Comedy, Crime",4.9,35199,1998
tt0285462,"Boat Trip",Comedy,4.9,32646,2002
tt0242998,Valentine,"Horror, Mystery, Thriller",4.9,30718,2001
tt1193516,"Recep Ivedik",Comedy,4.9,29533,2008
tt4154858,Inhumans,"Action, Adventure, Sci-Fi",4.9,29387,2017
tt1452628,"Vanishing on 7th Street","Horror, Mystery, Thriller",4.9,27712,2010
tt10418662,Awake,"Action, Adventure, Drama",4.9,27035,2021
tt24517830,"Bad Newz","Comedy, Romance",4.9,25328,2024
tt0102719,"Problem Child 2","Comedy, Family",4.9,24153,1991
tt0105128,"Pet Sematary II","Fantasy, Horror, Thriller",4.9,24041,1992
tt2974918,"Alvin and the Chipmunks: The Road Chip","Adventure, Comedy, Family",4.9,23427,2015
tt10128846,Megalopolis,"Drama, Fantasy, Sci-Fi",4.9,22963,2024
tt13029044,Mother/Android,"Drama, Sci-Fi, Thriller",4.9,21649,2021
tt14042066,Dobaaraa,"Drama, Fantasy, Mystery",4.9,21180,2022
tt1179817,"The Secret Life of the American Teenager","Comedy, Drama, Family",4.9,21149,2008
tt8150814,"There's Someone Inside Your House","Horror, Mystery, Thriller",4.9,20535,2021
tt1708532,Ready,"Action, Comedy, Romance",4.9,20210,2011
tt0315824,"The Big Bounce","Comedy, Crime",4.9,18937,2004
tt2386237,Malevolent,"Horror, Mystery, Thriller",4.9,17815,2018
tt0865554,"The Informers","Crime, Drama, Thriller",4.9,17686,2008
tt0811106,"The Ten","Comedy, Romance",4.9,17033,2007
tt0330099,"The Brown Bunny",Drama,4.9,16931,2003
tt0120724,"Knock Off","Action, Crime, Thriller",4.9,16710,1998
tt1911662,"Vehicle 19","Action, Crime, Thriller",4.9,16102,2013
tt1653690,"Ong Bak 3",Action,4.9,14912,2010
tt0274546,"Hellraiser: Hellseeker","Horror, Mystery, Thriller",4.9,14908,2002
tt11240506,"Nobody Sleeps in the Woods Tonight","Fantasy, Horror, Mystery",4.9,14663,2020
tt2193265,"Welcome to the Jungle","Action, Adventure, Comedy",4.9,14230,2013
tt4558376,Downhill,"Comedy, Drama",4.9,14045,2020
tt1785635,"The Vault","Crime, Horror, Mystery",4.9,13851,2017
tt0162983,"Hanging Up","Comedy, Drama",4.9,13322,2000
tt0132910,"The Crow: Salvation","Action, Crime, Fantasy",4.9,13087,2000
